Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał,Województwo,Miasto,Skala,Email,Telefon,Osoba/Dział decyzyjny,Stanowisko,WWW,Adres,NIP,KRS,Produkty/marki,Status,Owner,Następny krok,Uzasadnienie potencjału,Źródła,Uwagi
223,C — weryfikacja i nurturing,50,Intersmokerhurt,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,kontakt@intersmokerhurt.pl,154140039,,,https://www.intersmokerhurt.pl,,5422935796.0,,Vape & E-papierosy,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.intersmokerhurt.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
224,C — weryfikacja i nurturing,50,Internetowa Hurtownia,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,zamowienia@internetowa-hurtownia.pl,177633312,,,https://www.internetowa-hurtownia.pl,,,,Akcesoria Tytoniowe | Gilzy & Filtry | Nabijarki & Zwijarki,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.internetowa-hurtownia.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
225,C — weryfikacja i nurturing,50,Hurt Mix,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,j@email.com,175831442,,,https://www.hurt-mix.com.pl,,,,Akcesoria Tytoniowe,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.hurt-mix.com.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
226,C — weryfikacja i nurturing,50,Gilzygama,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,office.gama.plus@gmail.com,283973595,,,https://www.gilzygama.pl,,,,Bibułki & Bletki | Gilzy & Filtry,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.gilzygama.pl,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
227,C — weryfikacja i nurturing,50,Epapierosy Hurt,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,j@email.com,177334242,,,https://www.epapierosy-hurt.pl,,6312426137.0,,Vape & E-papierosy,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.epapierosy-hurt.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
228,C — weryfikacja i nurturing,50,E Enzo,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@e-enzo.pl,+48 515 205 569,,,https://www.e-enzo.pl,,6722094396.0,,Vape & E-papierosy,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.e-enzo.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
229,C — weryfikacja i nurturing,50,Dym,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,filter@pl.html,178397622,,,https://www.dym.pl,,5242751528.0,,Akcesoria Tytoniowe | Nabijarki & Zwijarki,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.dym.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny
230,C — weryfikacja i nurturing,50,Drkonopny,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@drkonopny.pl,162746852,,,https://www.drkonopny.pl,,4990696800.0,,"Bibułki & Bletki | CBD | Headshop (Bonga, Shisha)",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.drkonopny.pl,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
231,C — weryfikacja i nurturing,50,Cybuchshisha,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,sklep@cybuchshisha.pl,178213104,,,https://www.cybuchshisha.pl,,1132986837.0,,"Akcesoria Tytoniowe | Headshop (Bonga, Shisha)",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.cybuchshisha.pl,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
232,C — weryfikacja i nurturing,50,Cloudshop,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@cloudshop.pl,157311162,,,https://www.cloudshop.pl,,9571110560.0,998700.0,Vape & E-papierosy,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.cloudshop.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
233,C — weryfikacja i nurturing,50,Bulut,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,info@bulut.zone,325058878,,,https://www.bulut.zone,,7282844071.0,835586.0,"Akcesoria Tytoniowe | Headshop (Bonga, Shisha)",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.bulut.zone,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
234,C — weryfikacja i nurturing,50,Bielsin,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,info@bielsin.pl,242869739,,,https://www.bielsin.pl,,5470083919.0,115372.0,Akcesoria Tytoniowe | Nabijarki & Zwijarki,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.bielsin.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny
235,C — weryfikacja i nurturing,50,Atgdystrybucja,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,atg.zamowienia@gmail.com,749696972,,,https://www.atgdystrybucja.pl,,5542718417.0,,Akcesoria Tytoniowe | Nabijarki & Zwijarki,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.atgdystrybucja.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny
236,C — weryfikacja i nurturing,50,PHU Mars,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Dolnośląskie,Lubin,Średni,,,,,https://mars.lubin.pl,"Mielec, Polska",,,FMCG | Papierosy | Tytoń | Akcesoria | Tytoń | Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://mars.lubin.pl,Nie potwierdzone
237,C — weryfikacja i nurturing,50,EDDcom,Sprzedawca detaliczny/e-commerce,S6 — Retail/e-commerce,Hurt B2B + detal,Nieustalony,,Nieustalona,,,,,https://eddcom.pl,Poland,,,Elektronika | Różne,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Możliwość szybkiego testu sprzedaży internetowej.,https://eddcom.pl,Status źródłowy: Aktywny
238,C — weryfikacja i nurturing,49,eSmoking World / CHIC Sp. z o.o. Sp.k.,Partner strategiczny / producent,S4 — Vape/e-papierosy,Producent,Opolskie,Ostrzeszów,Nieustalona,,+48 62 738 88 88,,,https://www.esmokingworld.com/pl,"al. Wojska Polskiego 23c, 63-500 Ostrzeszów",9721147850.0,908623.0,Sieć sklepów | Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://www.esmokingworld.com/pl,"400 punktów w 200 miastach, fabryka i centrum R&D w Ostrzeszowie"
239,C — weryfikacja i nurturing,48,JUKA,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,,,,,Akcesoria | Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,Z listy BISTA i top 10 vape hurtowni PL
240,C — weryfikacja i nurturing,48,Arlgroup,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,,,,,Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,Z listy top 10 vape hurtowni PL
241,C — weryfikacja i nurturing,48,ATG,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,,,,,Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,Z listy top 10 vape hurtowni PL
242,C — weryfikacja i nurturing,46,Tobacco Corner / ELITE Edyta Stefanek,Sprzedawca detaliczny/e-commerce,S6 — Retail/e-commerce,Detal/e-commerce,Śląskie,Katowice,Nieustalona,,+48 600 432 108,,,https://www.tobaccocorner.pl,"ul. Mariacka 37, 40-014 Katowice",6252115510.0,,,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Możliwość szybkiego testu sprzedaży internetowej.,https://www.tobaccocorner.pl,
243,C — weryfikacja i nurturing,46,Bliq Sp. z o.o.,Partner strategiczny / producent,S4 — Vape/e-papierosy,Producent,Mazowieckie,Warszawa,Nieustalona,,882 00 89 89,,,,"ul. Suwak 4/13, Warszawa",,,Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,
244,C — weryfikacja i nurturing,46,Dom Cygar / Cigar House Stores,Partner cross-sell / kanał sąsiedni,S5 — Cygara i trafiki premium,Sieć detaliczna/omnichannel,Mazowieckie,Warszawa,Średni,,,,,https://www.cigarhousestores.com,Warszawa; dodatkowe salony deklarowane w Krakowie i Wrocławiu,,,Cygara | Humidory | Gilotyny | Zapalniczki | Popielniczki | Cygara premium | Akcesoria cygarowe | Retail premium,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Premium trafiki i specjalistyczne punkty sprzedaży.,https://www.cigarhousestores.com/o-nas | https://www.cigarhousestores.com/kontakt | https://www.cigarhousestores.com/lokalizacje | https://www.cigarhousestores.com,Nie używać danych NIP/KRS z witryny bez potwierdzenia w rejestrze; wyglądają na placeholdery. | Status źródłowy: Do weryfikacji — katalog
245,C — weryfikacja i nurturing,45,FHPD,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Hurt B2B regionalny,Dolnośląskie,Wrocław,Nieustalona,,534 922 566,,,https://fhpd.pl,"UL. KOŻUCHOWSKA 12/, 51-631 WROCŁAW",8942893752.0,276323.0,Hurtownia | Sklep,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",.,https://fhpd.pl,Status źródłowy: Inny
246,C — weryfikacja i nurturing,44,Vapeempire,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,172346997,,,https://www.vapeempire.pl,,,,Vape & E-papierosy,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.vapeempire.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
247,C — weryfikacja i nurturing,44,Smoks,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,867778659,,,https://www.smoks.pl,,,,Nabijarki & Zwijarki,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.smoks.pl,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
248,C — weryfikacja i nurturing,43,Vaporshop.pl / ULTI-PRO Sp. z o.o.,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Śląskie,Rybnik,Nieustalona,sklep@vaporshop.pl,793 936 707,,,https://vaporshop.pl/pl,"ul. Skłodowskiej 7, 44-200 Rybnik",6422974472.0,,,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",.,https://vaporshop.pl/pl,
249,C — weryfikacja i nurturing,43,Paso Polska Sp. z o.o. Sp.k,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Opolskie,Tarnowo Podgórne,Nieustalona,hurt@paso.pl,61 89 666 61,,,https://hurtownia.paso.pl/kontakt,"Sierosław, ul. Skrajna 1, 62-080 Tarnowo Podgórne",,,,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",.,https://hurtownia.paso.pl/kontakt,
250,C — weryfikacja i nurturing,43,Doctor Vape,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Detal/e-commerce,Nieustalony,,Nieustalona,,,,,https://b2b-doctorvape.pl,,,,Vape,Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem",Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://b2b-doctorvape.pl,Dostawy z Francji do PL i UE
251,D — niski priorytet/wykluczyć,41,Cannmedia / Bletki.com,Do weryfikacji,S7 — Pozostałe/niezweryfikowane,Detal/e-commerce,Nieustalony,,Nieustalona,sklep@bletki.com,881 253 854,,,https://www.bletki.com/sprzedaz-hurtowa,,,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,.,https://www.bletki.com/sprzedaz-hurtowa,
252,D — niski priorytet/wykluczyć,40,eCygaretka,Sprzedawca detaliczny/e-commerce,S6 — Retail/e-commerce,Detal/e-commerce,Mazowieckie,Warszawa,Nieustalona,,,,,https://www.ecygaretka.pl/witamy-w-sklepie-pm-21.html,,8222172711.0,,,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Możliwość szybkiego testu sprzedaży internetowej.,https://www.ecygaretka.pl/witamy-w-sklepie-pm-21.html,
253,D — niski priorytet/wykluczyć,40,Takatabaka,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.takatabaka.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.takatabaka.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
254,D — niski priorytet/wykluczyć,40,Shisha,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.shisha.pl,,,,"Akcesoria Tytoniowe | Headshop (Bonga, Shisha)",Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.shisha.pl,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
255,D — niski priorytet/wykluczyć,40,Mercatohurt,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.mercatohurt.pl,,,,Akcesoria Tytoniowe | Gilzy & Filtry | Nabijarki & Zwijarki,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.mercatohurt.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
256,D — niski priorytet/wykluczyć,40,Fumist,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.fumist.pl,,,,Gilzy & Filtry | Nabijarki & Zwijarki,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.fumist.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny
257,D — niski priorytet/wykluczyć,40,Fugo Group,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Nieustalony,,Nieustalona,,,,,https://www.fugo-group.com,,,,Akcesoria Tytoniowe | Vape & E-papierosy,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.fugo-group.com,"Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny"
258,D — niski priorytet/wykluczyć,40,E-Dym,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Detal/e-commerce,Nieustalony,Warszawa/Gdańsk,Nieustalona,,,,,,,,,Vape,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,,Największa sieć vape z własnym B2B
259,D — niski priorytet/wykluczyć,38,Wszystkodopalenia,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@wszystkodopalenia.pl,177339408,,,https://www.wszystkodopalenia.pl,,6181914183.0,119343.0,"Bibułki & Bletki | Headshop (Bonga, Shisha)",Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.wszystkodopalenia.pl,Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny
260,D — niski priorytet/wykluczyć,38,Weedpol,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,biuro@weedpol.pl,178432489,,,https://www.weedpol.pl,,9542835071.0,922075.0,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.weedpol.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
261,D — niski priorytet/wykluczyć,38,Videodruk,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,videodruk@videodruk.pl,178343010,,,https://www.videodruk.pl,,8981550803.0,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.videodruk.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
262,D — niski priorytet/wykluczyć,38,Trezo,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,hello@trezo.pl,617593773,,,https://www.trezo.pl,,,,Web Scraped | Akcesoria tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.trezo.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
263,D — niski priorytet/wykluczyć,38,Trafika.Poznan,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B regionalny,Nieustalony,,Nieustalona,sklep@trafika.poznan.pl,+48 601 782601,,,https://www.trafika.poznan.pl,,,,Akcesoria Tytoniowe,Do weryfikacji,BILLS — hurt@bills.pl,Archiwum lub weryfikacja przy okazji,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.trafika.poznan.pl,Automatycznie pobrane przez skrypt. | Status źródłowy: Aktywny
