WP,wielkopolskie,województwo,,2023,PL-A-WP-001,A1,BILLS SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ,PL,Ostrzeszów,"ul. Ignacego Daszyńskiego 31, 63-500",PL5140361901,KRS 0001074645,https://www.bills.pl,brak,finanse@bills.pl,+48 62 586 07 38,brak,brak,brak,,wyłączność,"PowerMatic, SMOKS tobacco aromas, Intenze e-liquid",nie,Polska producent (PowerMatic via PL/CCE exclusive),duży 🟢,exclusive PL+CEE (BILLS),bills.pl,brak,n/a,n/a,Marceli,właściciel/CEO,KRS API + NIP + www.bills.pl + VIES,2026-08-10,QS: 90/100 | 2026-08-10 ✅ FROZEN (API),✅🐋,duży
,Nieustalony,,,,PL-A-XX-011,B4,Shisha Sklep,PL,Warsaw,"Warsaw, Poland",,,https://shishasklep.pl,,,,,,,,hurtownik,,,mix,,🔴,mix,3,średni,,,,intake_PL_2026-08-10 | https://shishasklep.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Status źródłowy: Aktywny | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-012,B4,Alisa.shop,PL,,Poland,,,https://alisa.shop,,,,,,,,hurtownik,Zen,Zen,mix,,🔴,mix,3,średni,,,,intake_PL_2026-08-10 | https://alisa.shop,,🟡🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Status źródłowy: Aktywny | orig_next: E-mail handlowy + telefon follow-up w ciągu 48 godzin | user_orig_priorytet='A2 — kontakt w 7 dni' | user_orig_score=72 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
SL,śląskie,województwo,,,PL-A-SL-002,B4,Allegro: PAVOLT_pl,PL,,"Główna 8, 42-256 Zrębice",,,https://allegro.pl/uzytkownik/PAVOLT_pl,,sklep@pavolt.pl,+48 735 222 777,,,,,hurtownik,,,mix,,🔴,,3,średni,Właściciel / dział sprzedaży,Sprzedaż internetowa,,intake_PL_2026-08-10 | https://pavolt.pl/kontakt-f-1.html | https://allegro.pl/uzytkownik/PAVOLT_pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Kilkanaście ofert, droższe urządzenia elektryczne. Dobry cel dla Bills ze stabilnym serwisem. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=69 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-013,B4,sstrzelec (Allegro),PL,,Polska (Sprzedawca Allegro),,,https://allegro.pl/uzytkownik/sstrzelec,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/sstrzelec,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Status źródłowy: Aktywny | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-015,B4,Allegro: zico_tabak,PL,,,,,https://allegro.pl/uzytkownik/zico_tabak,,,,,,,,hurtownik,Mascotte,Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/zico_tabak,,🟡🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Konto związane z trafiką, oferuje Mascotte, Guliwer. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-016,B4,Allegro: sstrzelec,PL,,,,,https://allegro.pl/uzytkownik/sstrzelec,,,,,,,,hurtownik,"Mascotte, OCB",Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/sstrzelec,,🟡🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Specjalistyczny sprzedawca z ofertą OCB Mikromatic, Mascotte, Kompan. Tysiące ocen, Super Sprzedawca. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-017,B4,Allegro: retoo,PL,,,,,https://allegro.pl/uzytkownik/retoo,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/retoo,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Duży sprzedawca użytkowy, tanie modele elektryczne. Duży wolumen, mniej branżowy. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-018,B4,Allegro: przykasowe,PL,,,,,https://allegro.pl/uzytkownik/przykasowe,,,,,,,,hurtownik,"Mascotte, Matteo",Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/przykasowe,,🟡🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Szeroki zestaw produktów Mascotte, Kompan, Matteo. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-020,B4,Allegro: eempire,PL,,,,,https://allegro.pl/uzytkownik/eempire,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/eempire,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Sprzedaje elektryczne i tłokowe urządzenia w cenie ~250 zł. Konkurent / reseller. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-021,B4,Allegro: dominikmarket,PL,,,,,https://allegro.pl/uzytkownik/dominikmarket,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/dominikmarket,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Wysoka sprzedaż jednej z nabijarek. Warto zbadać hurt/źródła. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-022,B4,Allegro: Weed4u,PL,,,,,https://allegro.pl/uzytkownik/Weed4u,,,,,,,,hurtownik,Mascotte,Mascotte,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/Weed4u,,🟡🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Ręczne Mascotte i Kompan. Baza do upsellu na elektryki. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-023,B4,Allegro: NABIJARKI_pl,PL,,,,,https://allegro.pl/uzytkownik/NABIJARKI_pl,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/NABIJARKI_pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Profil specjalistyczny (standard, slim, superslim). | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-024,B4,Allegro: Flawonoid,PL,,,,,https://allegro.pl/uzytkownik/Flawonoid,,,,,,,,hurtownik,OCB,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/Flawonoid,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Oferuje kilka rodzajów nabijarek, w tym OCB Mikromatic. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-025,B4,Allegro: AnyTech_pl,PL,,,,,https://allegro.pl/uzytkownik/AnyTech_pl,,,,,,,,hurtownik,,,mix,,🔴,,3,średni,,,,intake_PL_2026-08-10 | https://allegro.pl/uzytkownik/AnyTech_pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny. | orig_uwagi: Super Sprzedawca, nabijarki elektryczne tłokowe. | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=65 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
SL,śląskie,województwo,,,PL-A-SL-003,B4,Trezo Sp. z o.o.,PL,Sosnowiec,"ul. Główna 26C, 41-215 Sosnowiec",,,https://trezo.com.pl,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://trezo.com.pl,,🔴🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-026,B4,Promotorzy Sp. z o.o.,PL,Ogólnokrajowy,Poland (headquarters not publicly listed),,,https://promotorzy.pl,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://promotorzy.pl,,🔴🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-027,B4,Huzark,PL,,Poland,,,https://huzark.com,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://huzark.com,,🔴🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Ogólnopolska,,,,PL-A-XX-028,B4,Tobacchem,PL,,Poland,,,https://tobacchem.pl,,,,,,,,hurtownik,,,mix,duży,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://tobacchem.pl,,🔴🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny; wymaga rozmowy strategicznej zamiast standardowej oferty. | orig_uwagi: Nie potwierdzone | Status źródłowy: Aktywny | orig_next: Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-029,B4,Twojabletka,PL,,,,,https://www.twojabletka.pl,,przemek@twojabletka.pl,164924462,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.twojabletka.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-030,B4,True Smoke,PL,,,,,https://www.true-smoke.com,,info@truesmoke.com,817583740,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.true-smoke.com,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-031,B4,Trafikanord,PL,,,,,https://www.trafikanord.pl,,sklep@trafikanord.pl,178443691,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.trafikanord.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-032,B4,Powermatic,PL,,,,,https://www.powermatic.store,,kontakt@armorica.pl,141941672,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.powermatic.store,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-033,B4,Nabijarka,PL,,,,,https://www.nabijarka.pl,,biuro@prima-tech.pl,+48 663 726 600,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.nabijarka.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (maszynki do skręcania). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-034,B4,Minesota,PL,,,,,https://www.minesota.eu,,l.pluta@minesota.eu,164570187,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.minesota.eu,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-036,B4,Internetowa Hurtownia,PL,,,,,https://www.internetowa-hurtownia.pl,,zamowienia@internetowa-hurtownia.pl,177633312,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.internetowa-hurtownia.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-037,B4,Hurt Mix,PL,,,,,https://www.hurt-mix.com.pl,,j@email.com,175831442,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.hurt-mix.com.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-038,B4,Gilzygama,PL,,,,,https://www.gilzygama.pl,,office.gama.plus@gmail.com,283973595,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.gilzygama.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=50 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-048,B4,Vapeempire,PL,,,,,https://www.vapeempire.pl,,,172346997,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.vapeempire.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane na prośbę użytkownika z wyników wyszukiwania (e-papierosy / nabijarki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=44 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
,Nieustalony,,,,PL-A-XX-049,B4,Smoks,PL,,,,,https://www.smoks.pl,,,867778659,,,,,hurtownik,,,mix,,🔴,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://www.smoks.pl,,🔍 🔍 2026-08-10 ⚠️ DO-WERYFIKACJI (API),"orig_uzasadnienie: Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek. | orig_uwagi: Dodane z wyników wyszukiwania dla niszowych słów (Powermatic, Shisha, bletki). | Status źródłowy: Aktywny | orig_next: Zweryfikować dane, produkty i status B2B przed kontaktem | user_orig_priorytet='C — weryfikacja i nurturing' | user_orig_score=44 | user_orig_segment='S1 — RYO/MYO, gilzy i nabijarki' | ex-A4 → B4 (no NIP, L1 research needed)",duży
